dirty_data	product	alt_lang	question_text	question_code
Liga juvenil santos laguna	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga king	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Kino	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga koniet	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga lggris	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga liga	Kids South Africa		We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga local	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga LoL	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
LIGA LVA  - LIGA DE VOLEY ARGENTINA	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Malaysia	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Max	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga max femenil	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga me femenil	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mendocina de hockey sobre patines	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga metropolitana	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga metropolitana de hockey sobre cesped	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mexica	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mexicana de base ball	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mexicana de taekwondo	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mexicana femenil de futbol	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
LIGA MEXICANA FUTBOL	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mexicana fútbol	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mexico	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga México	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga mistrzos	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga mistrzów świata	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Moto GP	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga MotoGP	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mundial	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mundial	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mundial	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mundial de clubes	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mundial de futbol	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Mundial de Volei	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Mundial de Vôlei	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mundial de voleibol	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga municipal de patinaje artistico	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mx fútbol	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga MX.	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga mxl	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga nacional de baloncesto	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga nacional de baloncesto	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga nacional de basquet	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga nacional de football	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Nacional de Handebol	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Nacional de Tenis de mesa	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga nacional del baloncesto	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga nagielska	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga narodowa	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Nasional	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga ng barangay	Kids Philippines	fil	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga ng baranggay	Kids Philippines	fil	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga ng basket ball	Kids Philippines	fil	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga ng Basketball	Kids Philippines	fil	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Ng bayan basketball	Kids Philippines	fil	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga ng blancia	Kids Philippines	fil	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga ng brgy	Kids Philippines	fil	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga ng Volleyball	Kids Philippines	fil	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Nigerów	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga niños	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga oficial	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga para mujere	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga parafel	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga paraguaya	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Paulista de Futebol	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga penelope	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga perancic	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga piala dunia	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga pilipanas	Kids Philippines	fil	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga porno	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga porteña	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga portuguêsa	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga poutugal	Kids Canada	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga premier de méxico	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga premier legue	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga premira	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga premire	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga primera	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga primera b	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga primera c	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga primera division	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Primera División española	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
LIga Primere Inggris	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga primier inggris	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga profesiona	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga profesional  de fútbol	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga profesional afa	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Profesional de Fútbol (LPF)	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Profesional del futbol	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga profesional del fútbol argentino	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga profesional fútbriver plateol argentino	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga provincial	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga provincial de Voey	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga pucho	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga rancho	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga reconquista	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga regional	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga regional colon	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga regional de patinaje artistico	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga renang	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga rosarina	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga rusa	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga salteña de basket	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga salteña voley	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga san lorenzo	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga santafecina	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga santander española	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga santarder	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga satu indonesia	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga saudi	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga sepak bola U17	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga sepakbola real Madrid	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga sepeda	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga seri A	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga seríe A	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga seríe A	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga smartbank	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga soccer	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga speak bola indonesia	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga sport Santander	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga sulamericana	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Super	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Super Junior	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga sureña	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga światowa	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Światowa Siatkówka	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga szkolna	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga TDP.	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga tenis	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga tenis	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga tercera division	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga tour	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga usa	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga usa	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga utama	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga venezolana de beisbol	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga villa juarez	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga voli dunia	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga voli indonesia	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga voli proliga	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Volley Korea	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
liga voly	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga Żużlowa	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga.mx	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga2	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga5	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligachampuon	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligade fútbol	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligadoscampioes	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
LigaEa sport	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
LigaF	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liga-Fußballmeisterschaft	Kids Germany	de	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
LigaPro	Kids Philippines	fil	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ĺigas amadoras	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligas de basquete	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligas de futbol americano	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
ligas estaduais	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligas internacionais	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligas mayores	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligas profissionais	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligasatu	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
ligatdp	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligatinju	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligę 1	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Lige España	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Lige moant	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligę one	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligeu 1	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligeu 1	Kids Turkey	tr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Light weight boxing	Kids UK		We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Lığı  1	Kids Turkey	tr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Lığı 2	Kids Turkey	tr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligilla	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
ligina	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligne 1	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligne 1	Kids Poland	pl	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligua europa	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
ligue  des champions	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue 1 ( Campeonato francês)	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue 1 (Perancis)	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue 1 foorball	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue 1 foot	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue 1 Italie	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue 1 ligue 2 liga	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue 1 Macdonalds	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue 1 Uber Eates	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
ligue 1`	Kids Canada	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue 2 foot	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue 3	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue anglaise	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue athletisme	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
ligue chanpeon	Kids Brazil	pt-BR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de basketball junior élite de Quebec	Kids Canada	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de champion	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de football fifa	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de football pro	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de France	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de hockey junior majeur du quebec	Kids Canada	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de hockey mineur	Kids Canada	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de nations	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de rugby	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de soccer Italie	Kids Canada	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
ligue de soocer élite de Quebec	Kids Canada	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de tennis	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de tennis de table fftt	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de tennis fft	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue de volleyball du Quebec	Kids Canada	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue des champions.	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue des nations	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue d'Europe	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue Espagnol	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue féminine football	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue fifa	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue foot féminin	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue France de football	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue i	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue mc Donald's	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue national	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue national de basket	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue national de rugby	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
ligue nationale	Kids Canada	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue nationale de basketball	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue nationale de cyclisme	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue nationale de football	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue nationale de handball	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligué one	Kids Spain	es	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue paris	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue pro	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligue sportive	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
LIGUE:1	Kids Mexico	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
LIGUE2 BKT	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liguea	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligues de football	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligues des championnat de France	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligues des champions anglaises	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligues des champions de l’Espagne	Kids France	fr	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
ligur	Kids Italy	it	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Ligure 1	Kids US	es-MX	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liha inggris	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
lika arab	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
lika us	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Liliga	Kids South Africa		We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
limar	Kids Argentina	es-AR	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
Linga inggris	Kids Indonesia	id	We'd like to know the names of any sporting leagues you can think of. Please tell us up to five.	SPRT005
